--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
227|AIRMURE   |GRASS            |  70|  40| 140|  65|  70|  80|FUITE       |MEDIC NATURE|BAIE RESIN (common), PIERRE FEU (rare)
228|MALOSSE   |ROCK             |  80|  50|  45|  65|  30|  60|CALQUE      |-------     |POUDRENERGIE (common)
229|DEMOLOSSE |ROCK             | 110|  80|  75|  95|  50|  90|CALQUE      |-------     |VITESSE + (common), CENDRESACREE (rare)
230|HYPOROI   |FIGHTING         |  95|  85|  75|  95|  95|  95|MEDIC NATURE|ECAILLE SPE.|HUILE MAX (100%)
231|PHANPY    |FIRE/FIGHTING    |  40|  60|  90|  40|  60|  40|SUINTEMENT  |-------     |LAVA COOKIE (rare)
232|DONPHAN   |FIRE/FIGHTING    |  60| 120|  90|  50| 120|  60|SUINTEMENT  |-------     |PIERRE STASE (common), PRECISION + (rare)
233|PORYGON2  |POISON/STEEL     |  85|  90|  60|  95| 105|  80|CUVETTE     |-------     |LETTRE MECA (common)
234|CERFROUSSE|DRAGON/BUG       |  73|  85|  65|  95|  85|  62|PRESSION    |TURBO       |
235|QUEULORIOR|ICE/ROCK         |  45|  20|  75|  55|  35|  20|MOITEUR     |PEAU DURE   |LUNET.NOIRES (common)
236|DEBUGANT  |GRASS            |  35|  35|  35|  35|  35|  35|FORCE PURE  |ARMURBASTON |SAFARI BALL (rare)
237|KAPOERA   |NORMAL/PSYCHIC   |  70|  35| 110|  50|  95|  95|ANTI-BRUIT  |DEGUISEMENT |BAIE REMU (common), TESSON VERT (rare)
238|LIPPOUTI  |NORMAL/DARK      |  65|  65|  45|  30|  85|  15|MINUS       |-------     |FLUTE JAUNE (100%)
239|ELEKID    |ROCK/NORMAL      |  65|  37|  45|  55|  63|  95|SUINTEMENT  |-------     |CT18 (100%)
240|MAGBY     |DRAGON/GRASS     |  70|  45|  75|  55|  83|  37|ESPRIT VITAL|-------     |FLUTE NOIRE (100%)
241|ECREMEUH  |FIRE/FLYING      | 105|  95|  40| 100|  70|  80|LUMIATIRANCE|-------     |ECAILLECOEUR (100%)
242|LEUPHORIE |STEEL/FIGHTING   | 135|  10| 255|  10|  55|  75|CRAN        |-------     |PROTEINE (common), CT21 (rare)
243|RAIKOU    |GRASS            |  90|  85| 115|  75| 100| 115|SECHERESSE  |-------     |PIECE RUNE (common), LETTRE RETRO (rare)
244|ENTEI     |FIRE             |  75| 100| 115|  85|  90| 115|MATINAL     |-------     |BAIE ALGA (common)
245|SUICUNE   |ROCK             |  85| 100| 115| 115|  90|  75|JOLI SOURIRE|-------     |
246|EMBRYLEX  |ICE/GRASS        |  41|  45|  50|  50|  50|  64|CRAN        |-------     |HERBE RAPPEL (common)
247|YMPHECT   |ICE/GRASS        |  51|  65|  70|  70|  70|  84|CRAN        |-------     |SODA COOL (common), PIERRESOLEIL (rare)
248|TYRANOCIF |ICE/GRASS        |  61|  95| 100| 100| 110| 134|CRAN        |-------     |CT05 (rare)
249|LUGIA     |BUG/WATER        |  90| 106| 110| 130|  90| 154|GARDE MYSTIK|-------     |
250|HO-OH     |FIGHTING         | 110| 130| 106|  90| 154|  90|CORPS ARDENT|-------     |BAIE PAPAYA (common), GROS CHAMPI (rare)
251|CELEBI    |WATER/GRASS      | 100| 100| 100| 100| 100| 100|MARQUE OMBRE|ARMUMAGMA   |BAIE TAMATO (100%)
252|ARCKO     |ELECTRIC/NORMAL  |  40|  55|  70|  65|  35|  45|VACCIN      |-------     |
253|MASSKO    |ELECTRIC/NORMAL  |  50|  65|  95|  85|  45|  65|VACCIN      |-------     |AIMANT (rare)
254|JUNGKO    |ELECTRIC/NORMAL  |  70|  85| 120| 105|  65|  85|VACCIN      |-------     |
255|POUSSIFEU |WATER/GHOST      |  45|  40|  60|  50|  45|  70|ECHAUFFEMENT|-------     |LETTRE SONGE (common)
256|GALIFEU   |WATER/GHOST      |  60|  60|  85|  60|  55|  85|ECHAUFFEMENT|-------     |CT06 (rare)
257|BRASEGALI |WATER/GHOST      |  80|  70| 120|  70|  80| 110|ECHAUFFEMENT|-------     |
258|GOBOU     |POISON           |  50|  50|  70|  50|  50|  40|MOITEUR     |-------     |LENTILSCOPE (rare)
259|FLOBIO    |POISON/FLYING    |  70|  70|  85|  70|  60|  50|MOITEUR     |-------     |BAIE ORAN (common), LETTRE SONGE (rare)
260|LAGGRON   |POISON/FLYING    |  90|  90| 110| 100|  85|  60|MOITEUR     |-------     |
261|MEDHYENA  |GHOST            |  35|  30|  55|  35|  30|  35|PARATONNERRE|-------     |
262|GRAHYENA  |GHOST            |  70|  60|  90|  70|  60|  70|PARATONNERRE|-------     |PRECISION + (rare)
263|ZIGZATON  |FIGHTING         |  60|  30|  41|  41|  30|  38|ENGRAIS     |-------     |CT50 (100%)
264|LINEON    |FIGHTING         | 100|  70|  61|  61|  50|  78|ENGRAIS     |-------     |
265|CHENIPOTTE|ROCK/WATER       |  45|  20|  45|  30|  20|  35|TORRENT     |PLUS        |CT46 (rare)
266|ARMULYS   |GROUND/ICE       |  15|  55|  35|  25|  50|  25|ABSORB VOLT |-------     |DEFENSE + (common)
267|CHARMILLON|GROUND/ICE       |  65|  50|  70| 100|  60|  50|ABSORB VOLT |-------     |
268|BLINDALYS |FIRE/DARK        |  35|  15|  25|  25|  55|  50|ABSORB EAU  |-------     |AMELIORATOR (common)
269|PAPINOX   |FIRE/DARK        |  50|  65|  90|  50|  70|  60|ABSORB EAU  |-------     |
270|NENUPIOT  |STEEL/FLYING     |  30|  40|  30|  30|  40|  50|TORRENT     |CIEL GRIS   |PIERRESOLEIL (100%)
271|LOMBRE    |STEEL/FLYING     |  50|  60|  50|  50|  60|  70|TORRENT     |CIEL GRIS   |
272|LUDICOLO  |STEEL/FLYING     |  70|  80|  70|  70|  90| 100|TORRENT     |CIEL GRIS   |TESSON BLEU (common), CT33 (rare)
273|GRAINIPIOT|ROCK/NORMAL      |  30|  40|  30|  40|  30|  50|TEMPO PERSO |ESSAIM      |
274|PIFEUIL   |ROCK/NORMAL      |  60|  70|  60|  70|  40|  40|TEMPO PERSO |ESSAIM      |
275|TENGALICE |ROCK/NORMAL      |  80|  90|  90| 100|  60|  60|TEMPO PERSO |ESSAIM      |CT15 (rare)
276|NIRONDELLE|STEEL/DRAGON     |  40|  85|  30|  55|  30|  30|JOLI SOURIRE|-------     |
277|HELEDELLE |STEEL/DRAGON     |  60| 125|  60|  85|  50|  50|JOLI SOURIRE|-------     |
278|GOELISE   |DARK             |  30|  55|  85|  40|  30|  30|POINT POISON|POSE SPORE  |PIECE RUNE (100%)
279|BEKIPAN   |DARK/GRASS       | 100|  85|  65|  60|  70|  50|POINT POISON|POSE SPORE  |SABLE DOUX (100%)
280|TARSAL    |ROCK             |  40|  35|  45|  28|  25|  25|ATTENTION   |ESPRIT VITAL|LETTRE BULLE (common)
281|KIRLIA    |ROCK             |  50|  55|  65|  38|  35|  35|ATTENTION   |ESPRIT VITAL|
282|GARDEVOIR |ROCK             |  80| 115| 125|  68|  65|  65|ATTENTION   |ESPRIT VITAL|POUDRE METAL (rare)
283|ARAKDO    |GRASS            |  52|  40|  50|  30|  32|  65|HYPER CUTTER|ABSORB VOLT |
284|MASKADRA  |GRASS            |  82|  70|  80|  60|  62|  60|HYPER CUTTER|ABSORB VOLT |BATON (rare)
285|BALIGNON  |ELECTRIC         |  40|  35|  40|  60|  60|  60|CUVETTE     |ESPRIT VITAL|
286|CHAPIGNON |ELECTRIC         | 130|  70|  60|  60|  60|  80|CUVETTE     |ESPRIT VITAL|REPOUSSE (common)
287|PARECOOL  |NORMAL           |  35|  60|  35|  30|  60|  60|MARQUE OMBRE|-------     |
288|VIGOROTH  |NORMAL           |  55|  80|  55|  90|  80|  80|MARQUE OMBRE|-------     |BAIE MAGO (rare)
289|MONAFLEMIT|NORMAL/GHOST     |  65| 150|  95| 100| 100| 160|MARQUE OMBRE|-------     |MOUCH. SOIE (common)
290|NINGALE   |ELECTRIC/STEEL   |  31|  30|  40|  30|  90|  45|TORRENT     |-------     |BAIE MYRTE (common)
291|NINJASK   |FLYING           |  50|  50|  61|  45|  90| 160|POSE SPORE  |VACCIN      |
292|MUNJA     |GHOST/ROCK       |  40|  45|  30|  30|  90|   1|GARDE MYSTIK|GARDE MYSTIK|
293|CHUCHMUR  |NORMAL           |  51|  28|  64|  23|  51|  23|SYNCHRO     |-------     |
294|RAMBOUM   |NORMAL           |  71|  48|  84|  43|  71|  43|SYNCHRO     |-------     |
295|BROUHABAM |NORMAL           |  91|  68| 104|  63|  91|  73|SYNCHRO     |-------     |AIMANT (common)
296|MAKUHITA  |NORMAL/ROCK      |  30|  72|  30|  60|  25|  20|SYNCHRO     |MATINAL     |
297|HARIYAMA  |NORMAL/ROCK      |  60| 144|  60| 120|  50|  40|SYNCHRO     |MATINAL     |
298|AZURILL   |GRASS            |  40|  20|  20|  50|  40|  20|SUINTEMENT  |-------     |CT28 (100%)
299|TARINOR   |FIRE/GHOST       |  45| 135|  45|  90|  30|  30|SECHERESSE  |-------     |QUEUE SKITTY (common)
300|SKITTY    |DARK             |  50|  50|  35|  45|  45|  35|ARMUMAGMA   |-------     |
301|DELCATTY  |DARK             |  70|  70|  55|  65|  65|  55|ARMUMAGMA   |-------     |
302|TENEFIX   |WATER            |  50|  65|  75|  75|  50|  65|PARATONNERRE|-------     |AIMANT (common)
303|MYSDIBULE |GROUND/BUG       |  50|  85|  55|  85|  55|  50|ARMUMAGMA   |BENET       |SUPER BALL (100%)
304|GALEKID   |STEEL/FIRE       | 100|  70|  50|  40|  40|  30|ABSORB VOLT |-------     |CT27 (common)
305|GALEGON   |STEEL/FIRE       | 140|  90|  60|  50|  50|  40|ABSORB VOLT |-------     |FER (common), ANTI-BRULE (rare)
306|GALEKING  |STEEL/FIRE       | 180| 110|  70|  60|  60|  50|ABSORB VOLT |-------     |FOUL. JAUNE (common)
307|MEDITIKKA |FIGHTING         |  60|  55|  55|  30|  40|  40|INSOMNIA    |TORRENT     |
308|CHARMINA  |FIGHTING         |  80|  75|  75|  60|  60|  60|INSOMNIA    |TORRENT     |
309|DYNAVOLT  |BUG              |  40|  40|  65|  65|  45|  40|FORCE PURE  |-------     |
310|ELECSPRINT|BUG              |  70|  60| 105| 105|  75|  60|FORCE PURE  |-------     |
311|POSIPI    |GROUND/FLYING    |  95|  50|  60|  75|  85|  40|SUINTEMENT  |DEGUISEMENT |
312|NEGAPI    |BUG              |  95|  40|  75|  50|  85|  60|COLOFORCE   |SUINTEMENT  |
313|MUCIOLE   |GROUND/FLYING    |  73|  65|  85|  75|  47|  55|STATIK      |CORPS SAIN  |BAIE MANGOU (common)
314|LUMIVOLE  |POISON/BUG       |  47|  85|  75|  55|  65|  73|REGARD VIF  |CACOPHONIE  |SUPEREPOUSSE (common)
315|ROSELIA   |GRASS            |  50|  60| 100|  45|  80|  65|ECRAN POUDRE|ANTI-BRUIT  |RESTES (rare)
316|GLOUPTI   |PSYCHIC          |  43|  70|  53|  43|  40|  53|VOILE SABLE |CALQUE      |LETTRE OMBRE (common), CT47 (rare)
317|AVALTOUT  |PSYCHIC          |  73| 100|  83|  73|  55|  83|VOILE SABLE |CALQUE      |
318|CARVANHA  |FIGHTING/FLYING  |  65|  65|  20|  90|  45|  20|ENGRAIS     |MOITEUR     |FLUTE NOIRE (rare)
319|SHARPEDO  |FIGHTING/FLYING  |  95|  95|  40| 120|  70|  40|ENGRAIS     |MOITEUR     |CT13 (rare)
320|WAILMER   |FIRE             |  70|  35|  35|  70| 130|  60|AGITATION   |-------     |
321|WAILORD   |FIRE             |  90|  45|  45|  90| 170|  60|AGITATION   |-------     |
322|CHAMALLOT |PSYCHIC          |  35|  65|  45|  60|  40|  60|MINUS       |-------     |QUEUE SKITTY (100%)
323|CAMERUPT  |PSYCHIC          |  40| 105|  75|  70|  70| 100|MINUS       |-------     |BAIE GRENA (100%)
324|CHARTOR   |PSYCHIC/GROUND   |  85| 140|  70|  85|  20|  70|ARMUMAGMA   |SYNCHRO     |LETTRE VAGUE (common)
325|SPOINK    |GRASS            |  25|  60|  60|  35|  70|  80|ANTI-BRUIT  |-------     |
326|GRORET    |GRASS            |  45|  80|  80|  65|  90| 110|ANTI-BRUIT  |-------     |
327|SPINDA    |BUG/FIRE         |  60|  60|  60|  60|  60|  60|ABSENTEISME |-------     |CT10 (common), ANTI-PARA (rare)
328|KRAKNOIX  |FIGHTING/ELECTRIC| 100|  45|  45|  10|  45|  45|ESPRIT VITAL|-------     |LUXE BALL (common)
329|VIBRANINF |FIGHTING/ELECTRIC|  70|  50|  50|  70|  50|  50|ESPRIT VITAL|-------     |CT43 (common), LETTRE RETRO (rare)
330|LIBEGON   |FIGHTING/ELECTRIC| 100|  80|  80| 100|  80|  80|ESPRIT VITAL|-------     |
331|CACNEA    |FIRE             |  85|  40|  50|  35|  40|  85|OEIL COMPOSE|STATIK      |
332|CACTURNE  |FIRE             | 115|  60|  70|  55|  60| 115|OEIL COMPOSE|STATIK      |CHRONO BALL (rare)
333|TYLTON    |BUG/STEEL        |  40|  40|  50|  60|  75|  45|CALQUE      |-------     |GRELOT COQUE (common), GUERISON (rare)
334|ALTARIA   |BUG/STEEL        |  70|  70|  80|  90| 105|  75|CALQUE      |-------     |
335|MANGRIFF  |GROUND           |  60|  60|  73| 115|  60|  90|DEGUISEMENT |TETE DE ROC |BAIE GRENA (common)
336|SEVIPER   |ICE/ROCK         |  60|  73|  65| 100|  60| 100|ECRAN POUDRE|-------     |BAIE WIKI (common), PIERRE DURE (rare)
337|SELEROC   |FIGHTING/DRAGON  |  70|  65|  95|  55|  70|  85|FERMETE     |ESPRIT VITAL|
338|SOLAROC   |GHOST            |  70|  55|  85|  70|  95|  65|ISOGRAISSE  |FORCE PURE  |ZINC (common)
339|BARLOCHE  |BUG              |  48|  43|  46|  50|  41|  60|MAGNEPIEGE  |BRASIER     |PP MAX (rare)
340|BARBICHA  |BUG              |  78|  73|  76| 110|  71|  60|MAGNEPIEGE  |BRASIER     |ELIXIR (common)
341|ECRAPINCE |WATER            |  65|  80|  43|  35|  35|  50|MARQUE OMBRE|-------     |
342|COLHOMARD |WATER            |  85| 120|  63|  55|  55|  90|MARQUE OMBRE|-------     |
343|BALBUTO   |WATER            |  40|  55|  70|  55|  40|  40|DEGUISEMENT |-------     |
344|KAORINE   |WATER            |  70|  75| 120| 105|  70|  60|DEGUISEMENT |-------     |
345|LILIA     |ROCK             |  66|  87|  77|  61|  41|  23|SUINTEMENT  |CRAN        |
346|VACILYS   |ROCK/POISON      |  86| 107|  97|  81|  81|  43|SUINTEMENT  |CRAN        |
347|ANORITH   |BUG              |  95|  50|  40|  75|  50|  45|CHLOROPHYLE |ABSORB VOLT |
348|ARMALDO   |BUG              | 125| 100|  70|  45|  80|  75|CHLOROPHYLE |ABSORB VOLT |
349|BARPAU    |GROUND           |  10|  20|  55|  20|  80|  15|INSOMNIA    |MATINAL     |CT07 (common)
350|MILOBELLUS|GROUND           | 100|  79| 125|  95|  81|  60|INSOMNIA    |MATINAL     |
351|MORPHEO   |ICE/GROUND       |  70|  70|  70|  70|  70|  70|CIEL GRIS   |-------     |CT32 (100%)
352|KECLEON   |ELECTRIC/NORMAL  | 120|  90|  60|  60|  70|  40|ENGRAIS     |VENTOUSE    |BEC POINTU (common), HERBEBLANCHE (rare)
353|POLICHOMBR|GROUND/DRAGON    |  45|  75|  35|  63|  33|  44|LEVITATION  |ESPRIT VITAL|
354|BRANETTE  |GROUND/DRAGON    |  65| 115|  65|  83|  63|  64|LEVITATION  |ESPRIT VITAL|
355|SKELENOX  |ICE/DRAGON       |  40|  20|  90|  30|  90|  25|FORCE PURE  |MATINAL     |CT14 (common)
356|TERACLOPE |ICE/DRAGON       |  70|  40| 130|  60| 130|  25|FORCE PURE  |MATINAL     |RAPPEL MAX (common)
357|TROPIUS   |NORMAL/GHOST     |  99|  51|  72|  83|  87|  68|ATTENTION   |MATINAL     |
358|EOKO      |ELECTRIC/GRASS   |  50|  95|  65|  65|  70|  80|CORPS ARDENT|TEMPO PERSO |SUPEREPOUSSE (rare)
359|ABSOL     |DRAGON/FLYING    |  60|  75|  65|  60| 130|  75|ESPRIT VITAL|VACCIN      |
360|OKEOKE    |STEEL            |  23|  48|  23|  48|  95|  23|VENTOUSE    |-------     |
361|STALGAMIN |NORMAL           |  50|  50|  50|  50|  50|  50|SUINTEMENT  |-------     |GRELOT ZEN (common)
362|ONIGLALI  |NORMAL/GHOST     |  80|  80|  80|  80|  80|  80|SUINTEMENT  |-------     |
363|OBALIE    |GHOST            |  50|  25|  70|  40|  55|  50|REGARD VIF  |AGITATION   |
364|PHOGLEUR  |GHOST            |  70|  45|  90|  60|  75|  70|REGARD VIF  |AGITATION   |
365|KAIMORSE  |GHOST            |  90|  65| 110|  80|  95|  90|REGARD VIF  |AGITATION   |MULTI EXP (common), PIERRE LUNE (rare)
366|COQUIPERL |BUG/PSYCHIC      |  64|  55|  74|  32|  35|  85|MEDIC NATURE|-------     |PIERRE DURE (common), BAIE WILLIA (rare)
367|SERPANG   |BUG/PSYCHIC      | 104| 105|  55|  52|  94|  75|VOILE SABLE |-------     |
368|ROSABYSS  |FIRE             |  75| 114|  52|  55|  84| 105|MINUS       |SABLE VOLANT|
369|RELICANTH |NORMAL           |  45| 100|  55|  65|  90| 130|ABSORB VOLT |AGITATION   |HUILE (100%)
370|LOVDISC   |ROCK             |  30|  43|  65|  97|  55|  40|PEAU DURE   |-------     |
371|DRABY     |POISON           |  50|  75|  60|  45|  30|  40|SABLE VOLANT|-------     |
372|DRACKHAUS |POISON           |  50|  95| 100|  65|  50|  60|SABLE VOLANT|-------     |
373|DRATTAK   |POISON           | 100| 135|  80|  95|  80| 110|SABLE VOLANT|-------     |CT33 (rare)
374|TERHAL    |FIGHTING         |  35|  80|  60|  30|  55|  40|ECHAUFFEMENT|-------     |
375|METANG    |FIGHTING/ROCK    |  55| 100|  80|  50|  75|  60|ECHAUFFEMENT|-------     |RUNE SORT (rare)
376|METALOSSE |FIGHTING/ROCK    |  95| 130|  90|  70| 135|  80|ECHAUFFEMENT|-------     |
377|REGIROCK  |ROCK/PSYCHIC     | 100|  50|  50| 200|  80| 100|PLUS        |VOILE SABLE |LETTRE SONGE (common)
378|REGICE    |ICE              | 100| 200|  80| 100|  50|  50|ESSAIM      |-------     |PROTEINE (common), FER (rare)
379|REGISTEEL |ROCK             | 150|  75|  75|  80|  50| 150|CIEL GRIS   |TETE DE ROC |
380|LATIAS    |FIGHTING/NORMAL  |  80| 130| 110|  80|  90| 110|ATTENTION   |SUINTEMENT  |
381|LATIOS    |FLYING/STEEL     | 110| 110|  80|  90|  80| 130|ECRAN FUMEE |-------     |CT12 (common), MORC. ETOILE (rare)
382|KYOGRE    |FIRE             | 150| 100| 100|  90| 140|  90|ARMURBASTON |-------     |HERBEBLANCHE (common)
383|GROUDON   |FLYING           | 150|  90| 100| 100| 140|  90|AGITATION   |ANTI-BRUIT  |
384|RAYQUAZA  |NORMAL/POISON    | 105|  95| 150|  90| 150|  90|OEIL COMPOSE|FORCE PURE  |
385|JIRACHI   |POISON           | 100| 100| 100| 100| 100| 100|OEIL COMPOSE|-------     |BAIE MANGOU (100%)
386|DEOXYS    |DRAGON/POISON    |  50| 150| 150| 150|  50|  50|CACOPHONIE  |-------     |FLUTE NOIRE (common), HYPER POTION (rare)

--Removing Trade Evolutions--
Made TETARTE evolve into TARPAUD at level 37
Made KADABRA evolve into ALAKAZAM at level 37
Made MACHOPEUR evolve into MACKOGNEUR at level 37
Made GRAVALANCH evolve into GROLEM at level 37
Made RAMOLOSS evolve into ROIGADA using a PIERRE EAU
Made SPECTRUM evolve into ECTOPLASMA at level 37
Made ONIX evolve into STEELIX at level 30
Made HYPOCEAN evolve into HYPOROI at level 40
Made INSECATEUR evolve into CIZAYOX at level 30
Made PORYGON evolve into PORYGON2 at level 30
Made COQUIPERL evolve into SERPANG at level 30
Made COQUIPERL evolve into ROSABYSS using a PIERRE EAU

--Condensed Level Evolutions--
RHINOCORNE now evolves into RHINOFEROS at minimum level 40
HYPOTREMPE now evolves into HYPOCEAN at minimum level 30
DRACO now evolves into DRACOLOSSE at minimum level 40
YMPHECT now evolves into TYRANOCIF at minimum level 40
GALEKID now evolves into GALEGON at minimum level 30
GALEGON now evolves into GALEKING at minimum level 40
KRAKNOIX now evolves into VIBRANINF at minimum level 30
VIBRANINF now evolves into LIBEGON at minimum level 40
STALGAMIN now evolves into ONIGLALI at minimum level 40
OBALIE now evolves into PHOGLEUR at minimum level 30
PHOGLEUR now evolves into KAIMORSE at minimum level 40
DRACKHAUS now evolves into DRATTAK at minimum level 40
METANG now evolves into METALOSSE at minimum level 40

--Custom Starters--
Set starter 1 to RAYQUAZA
Set starter 2 to GROUDON
Set starter 3 to KYOGRE

--Move Data--
NUM|NAME           |TYPE    |POWER|ACC.|PP
  1|ECRAS’FACE     |NORMAL  |   40|  90| 15
  2|POING-KARATE   |FIGHTING|   50|  95| 15
  3|TORGNOLES      |NORMAL  |   15|  20| 30
  4|POING COMETE   |NORMAL  |   18|  95| 15
  5|ULTIMAPOING    |NORMAL  |   80|  90| 40
  6|JACKPOT        |NORMAL  |   40|  95| 15
  7|POING DE FEU   |FIRE    |   75|  85| 20
  8|POINGLACE      |ICE     |   75| 100| 25
  9|POING-ECLAIR   |ELECTRIC|   75|  95| 25
 10|GRIFFE         |NORMAL  |   40|  95| 20
 11|FORCE POIGNE   |NORMAL  |   55|  20| 25
 12|GUILLOTINE     |NORMAL  |    1|  30| 25
 13|COUPE-VENT     |NORMAL  |   80|  90| 20
 14|DANSE-LAMES    |NORMAL  |    0|   0| 30
 15|COUPE          |NORMAL  |   50|  90| 15
 16|TORNADE        |FLYING  |   40|  95| 15
 17|CRU-AILE       |FLYING  |   60| 100| 35
 18|CYCLONE        |NORMAL  |    0| 100| 15
 19|VOL            |FLYING  |   70| 100| 40
 20|ETREINTE       |NORMAL  |   15|  95| 20
 21|SOUPLESSE      |NORMAL  |   80| 100| 15
 22|FOUET LIANES   |GRASS   |   35| 100| 20
 23|ECRASEMENT     |NORMAL  |   65| 100| 25
 24|DOUBLE PIED    |FIGHTING|   30|  60| 15
 25|ULTIMAWASHI    |NORMAL  |  120|  90| 20
 26|PIED SAUTE     |FIGHTING|   70|  95| 15
 27|MAWASHI GERI   |FIGHTING|   60| 100| 10
 28|JET DE SABLE   |GROUND  |    0|  95| 25
 29|COUP D’BOULE   |NORMAL  |   70|  95| 30
 30|KOUD’KORNE     |NORMAL  |   65|  65| 20
 31|FURIE          |NORMAL  |   15|  95| 20
 32|EMPAL’KORNE    |NORMAL  |    1|  40| 20
 33|CHARGE         |NORMAL  |   35|  90| 20
 34|PLAQUAGE       |NORMAL  |   85|  75| 25
 35|LIGOTAGE       |NORMAL  |   15|  35| 20
 36|BELIER         |NORMAL  |   90|  90| 25
 37|MANIA          |NORMAL  |   90| 100| 15
 38|DAMOCLES       |NORMAL  |  120|  95| 20
 39|MIMI-QUEUE     |NORMAL  |    0| 100| 25
 40|DARD-VENIN     |POISON  |   15|  85| 25
 41|DOUBLE-DARD    |BUG     |   25|  80| 20
 42|DARD-NUEE      |BUG     |   14| 100| 15
 43|GROZ’YEUX      |NORMAL  |    0| 100| 15
 44|MORSURE        |DARK    |   60|  95| 25
 45|RUGISSEMENT    |NORMAL  |    0|  85| 25
 46|HURLEMENT      |NORMAL  |    0|  70| 15
 47|BERCEUSE       |NORMAL  |    0|  80| 15
 48|ULTRASON       |NORMAL  |    0|  75| 25
 49|SONICBOOM      |NORMAL  |    1|  75| 15
 50|ENTRAVE        |NORMAL  |    0| 100| 40
 51|ACIDE          |POISON  |   40|  85| 20
 52|FLAMMECHE      |FIRE    |   40|  85| 15
 53|LANCE-FLAMME   |FIRE    |   95|  90| 25
 54|BRUME          |ICE     |    0|   0| 15
 55|PISTOLET A O   |WATER   |   40|  85| 15
 56|HYDROCANON     |WATER   |  120|  50| 25
 57|SURF           |WATER   |   95|  85| 20
 58|LASER GLACE    |ICE     |   95| 100| 15
 59|BLIZZARD       |ICE     |  120| 100| 25
 60|RAFALE PSY     |PSYCHIC |   65|  95| 25
 61|BULLES D’O     |WATER   |   65|  80| 15
 62|ONDE BOREALE   |ICE     |   65|  85| 25
 63|ULTRALASER     |NORMAL  |  150| 100| 15
 64|PICPIC         |FLYING  |   35|  95| 20
 65|BEC VRILLE     |FLYING  |   80|  90| 35
 66|SACRIFICE      |FIGHTING|   80| 100| 20
 67|BALAYAGE       |FIGHTING|    1| 100| 25
 68|RIPOSTE        |FIGHTING|    1| 100| 25
 69|FRAPPE ATLAS   |FIGHTING|    1| 100| 15
 70|FORCE          |NORMAL  |   80| 100| 35
 71|VOL-VIE        |GRASS   |   20|  95| 20
 72|MEGA-SANGSUE   |GRASS   |   40|  95| 20
 73|VAMPIGRAINE    |GRASS   |    0|  60| 20
 74|CROISSANCE     |NORMAL  |    0|   0| 30
 75|TRANCH’HERBE   |GRASS   |   55| 100| 25
 76|LANCE-SOLEIL   |GRASS   |  120|  90| 25
 77|POUDRE TOXIK   |POISON  |    0| 100| 25
 78|PARA-SPORE     |GRASS   |    0|  85| 15
 79|POUDRE DODO    |GRASS   |    0| 100| 25
 80|DANSE-FLEUR    |GRASS   |   70| 100| 20
 81|SECRETION      |BUG     |    0| 100| 20
 82|DRACO-RAGE     |DRAGON  |    1| 100| 25
 83|DANSEFLAMME    |FIRE    |   15| 100| 20
 84|ECLAIR         |ELECTRIC|   40| 100| 25
 85|TONNERRE       |ELECTRIC|   95|  90| 15
 86|CAGE-ECLAIR    |ELECTRIC|    0|  80| 25
 87|FATAL-FOUDRE   |ELECTRIC|  120|  95| 25
 88|JET-PIERRES    |ROCK    |   50| 100|  5
 89|SEISME         |GROUND  |  100| 100| 20
 90|ABIME          |GROUND  |    1|  40| 15
 91|TUNNEL         |GROUND  |   60|  90| 20
 92|TOXIK          |POISON  |    0|  35| 25
 93|CHOC MENTAL    |PSYCHIC |   50|  95| 20
 94|PSYKO          |PSYCHIC |   90|  90| 30
